"lookup_key","pkgNr","pkgCode","DAP","NPK","Urea"
"E29.53N-2.35",2,"yellow",109,77,158
"E29.45N-2.19",2,"yellow",109,77,158
"E29.91N-1.49",2,"yellow",109,77,158
"E29.36N-2.17",2,"yellow",109,77,158
"E29.52N-2.82",2,"yellow",109,77,158
"E29.36N-2.81",2,"yellow",109,77,158
"E29.77N-1.53",2,"yellow",109,77,158
"E29.5N-1.78",2,"yellow",109,77,158
"E30.04N-1.51",2,"yellow",109,77,158
"E29.7N-1.86",2,"yellow",109,77,158
"E30.13N-1.45",2,"yellow",109,77,158
"E30.06N-1.42",2,"yellow",109,77,158
"E29.8N-1.39",2,"yellow",109,77,158
"E29.95N-1.82",2,"yellow",109,77,158
"E29.97N-1.73",2,"yellow",109,77,158
"E29.36N-2.73",2,"yellow",109,77,158
"E29.46N-2.51",2,"yellow",109,77,158
"E29.34N-2.47",2,"yellow",109,77,158
"E29.3N-2.45",2,"yellow",109,77,158
"E29.32N-2.39",2,"yellow",109,77,158
"E29.42N-2.3",2,"yellow",109,77,158
"E29.37N-2.24",2,"yellow",109,77,158
"E29.54N-2.06",2,"yellow",109,77,158
"E29.52N-2.04",2,"yellow",109,77,158
"E29.48N-2.02",2,"yellow",109,77,158
"E29.52N-1.98",2,"yellow",109,77,158
"E29.57N-2.54",2,"yellow",109,77,158
"E29.33N-1.78",2,"yellow",109,77,158
"E29.39N-1.74",2,"yellow",109,77,158
"E29.54N-1.89",2,"yellow",109,77,158
"E29.56N-1.89",2,"yellow",109,77,158
"E29.57N-1.89",2,"yellow",109,77,158
"E29.55N-1.88",2,"yellow",109,77,158
"E29.93N-1.56",2,"yellow",109,77,158
"E29.85N-1.54",2,"yellow",109,77,158
"E29.97N-1.78",2,"yellow",109,77,158
"E29.36N-2.26",2,"yellow",109,77,158
"E29.5N-2.76",2,"yellow",109,77,158
"E29.49N-2.7",2,"yellow",109,77,158
"E29.52N-2.7",2,"yellow",109,77,158
"E29.89N-1.5",2,"yellow",109,77,158
"E29.92N-1.5",2,"yellow",109,77,158
"E29.52N-2.53",2,"yellow",109,77,158
"E29.98N-1.48",2,"yellow",109,77,158
"E29.4N-1.63",2,"yellow",109,77,158
"E29.39N-2.6",2,"yellow",109,77,158
"E29.88N-1.48",2,"yellow",109,77,158
"E29.89N-1.48",2,"yellow",109,77,158
"E30.13N-1.48",2,"yellow",109,77,158
"E29.87N-1.47",2,"yellow",109,77,158
"E29.8N-1.46",2,"yellow",109,77,158
"E30.12N-1.46",2,"yellow",109,77,158
"E29.86N-1.45",2,"yellow",109,77,158
"E29.48N-2.8",2,"yellow",109,77,158
"E29.5N-2.75",2,"yellow",109,77,158
"E29.52N-2.64",2,"yellow",109,77,158
"E29.49N-2.63",2,"yellow",109,77,158
"E29.53N-2.61",2,"yellow",109,77,158
"E29.55N-2.59",2,"yellow",109,77,158
"E29.54N-2.57",2,"yellow",109,77,158
"E29.55N-2.57",2,"yellow",109,77,158
"E29.51N-2.53",2,"yellow",109,77,158
"E29.51N-2.52",2,"yellow",109,77,158
"E29.49N-2.68",2,"yellow",109,77,158
"E29.51N-2.68",2,"yellow",109,77,158
"E29.53N-2.68",2,"yellow",109,77,158
"E29.46N-2.67",2,"yellow",109,77,158
"E29.22N-2.35",2,"yellow",109,77,158
"E29.33N-2.33",2,"yellow",109,77,158
"E29.34N-2.33",2,"yellow",109,77,158
"E29.29N-2.31",2,"yellow",109,77,158
"E29.41N-2.3",2,"yellow",109,77,158
"E29.28N-2.27",2,"yellow",109,77,158
"E29.55N-1.87",2,"yellow",109,77,158
"E29.56N-1.86",2,"yellow",109,77,158
"E29.56N-1.6",2,"yellow",109,77,158
"E29.55N-1.55",2,"yellow",109,77,158
"E29.54N-1.52",2,"yellow",109,77,158
"E29.58N-1.51",2,"yellow",109,77,158
"E29.56N-1.5",2,"yellow",109,77,158
"E29.45N-2.69",2,"yellow",109,77,158
"E29.46N-2.68",2,"yellow",109,77,158
"E29.61N-1.46",2,"yellow",109,77,158
"E29.53N-2.53",2,"yellow",109,77,158
"E29.55N-2.51",2,"yellow",109,77,158
"E29.54N-2.5",2,"yellow",109,77,158
"E29.5N-2.62",2,"yellow",109,77,158
"E29.51N-2.62",2,"yellow",109,77,158
"E29.54N-2.62",2,"yellow",109,77,158
"E29.37N-2.12",2,"yellow",109,77,158
"E29.44N-2.12",2,"yellow",109,77,158
"E30.2N-1.72",2,"yellow",109,77,158
"E29.55N-2.61",2,"yellow",109,77,158
"E29.46N-2.11",2,"yellow",109,77,158
"E29.52N-2.1",2,"yellow",109,77,158
"E29.46N-2.08",2,"yellow",109,77,158
"E29.56N-2.59",2,"yellow",109,77,158
"E29.54N-2.04",2,"yellow",109,77,158
"E30.06N-1.5",2,"yellow",109,77,158
"E29.51N-1.75",2,"yellow",109,77,158
"E30.02N-1.48",2,"yellow",109,77,158
"E30.12N-1.48",2,"yellow",109,77,158
"E30.01N-1.47",2,"yellow",109,77,158
"E30.09N-1.46",2,"yellow",109,77,158
"E29.56N-1.97",2,"yellow",109,77,158
"E29.47N-1.94",2,"yellow",109,77,158
"E29.38N-1.79",2,"yellow",109,77,158
"E29.5N-2.46",2,"yellow",109,77,158
"E29.46N-1.92",2,"yellow",109,77,158
"E29.5N-1.91",2,"yellow",109,77,158
"E29.38N-1.73",2,"yellow",109,77,158
"E29.58N-1.54",2,"yellow",109,77,158
"E29.29N-1.63",2,"yellow",109,77,158
"E29.29N-2.27",2,"yellow",109,77,158
"E29.26N-2.25",2,"yellow",109,77,158
"E29.98N-1.79",2,"yellow",109,77,158
"E29.57N-2.45",2,"yellow",109,77,158
"E29.47N-1.98",2,"yellow",109,77,158
"E29.51N-1.96",2,"yellow",109,77,158
"E29.78N-1.64",2,"yellow",109,77,158
"E29.59N-1.47",2,"yellow",109,77,158
"E29.42N-2.19",2,"yellow",109,77,158
"E29.33N-1.64",2,"yellow",109,77,158
"E29.68N-1.44",2,"yellow",109,77,158
"E29.57N-1.53",2,"yellow",109,77,158
"E29.54N-2.08",2,"yellow",109,77,158
"E30.14N-1.54",2,"yellow",109,77,158
"E29.43N-1.82",2,"yellow",109,77,158
"E29.34N-1.75",2,"yellow",109,77,158
"E29.46N-1.64",2,"yellow",109,77,158
"E30.12N-1.5",2,"yellow",109,77,158
"E30.09N-1.47",2,"yellow",109,77,158
"E30.11N-1.44",2,"yellow",109,77,158
"E29.41N-1.53",2,"yellow",109,77,158
"E29.4N-1.52",2,"yellow",109,77,158
"E29.41N-1.52",2,"yellow",109,77,158
"E29.42N-1.52",2,"yellow",109,77,158
"E29.44N-2.52",2,"yellow",109,77,158
"E29.4N-2.51",2,"yellow",109,77,158
"E29.1N-2.48",2,"yellow",109,77,158
"E29.13N-2.46",2,"yellow",109,77,158
"E29.51N-2.55",2,"yellow",109,77,158
"E29.41N-2.4",2,"yellow",109,77,158
"E29.31N-2.33",2,"yellow",109,77,158
"E29.38N-2.33",2,"yellow",109,77,158
"E29.48N-2.03",2,"yellow",109,77,158
"E29.27N-2.36",2,"yellow",109,77,158
"E29.52N-1.94",2,"yellow",109,77,158
"E29.32N-1.81",2,"yellow",109,77,158
"E29.4N-1.97",2,"yellow",109,77,158
"E29.42N-1.97",2,"yellow",109,77,158
"E29.58N-2.53",2,"yellow",109,77,158
"E29.54N-2.49",2,"yellow",109,77,158
"E29.45N-2.47",2,"yellow",109,77,158
"E29.39N-2.46",2,"yellow",109,77,158
"E29.45N-2.46",2,"yellow",109,77,158
"E29.49N-2.05",2,"yellow",109,77,158
"E29.38N-2.36",2,"yellow",109,77,158
"E29.74N-1.67",2,"yellow",109,77,158
"E29.35N-1.69",2,"yellow",109,77,158
"E29.79N-1.63",2,"yellow",109,77,158
"E29.6N-1.47",2,"yellow",109,77,158
"E30.16N-1.68",2,"yellow",109,77,158
"E29.97N-1.71",2,"yellow",109,77,158
"E30.03N-1.64",2,"yellow",109,77,158
"E29.55N-1.52",2,"yellow",109,77,158
"E29.51N-2.75",2,"yellow",109,77,158
"E29.51N-2.7",2,"yellow",109,77,158
"E29.53N-2.7",2,"yellow",109,77,158
"E29.48N-2.68",2,"yellow",109,77,158
"E29.5N-2.68",2,"yellow",109,77,158
"E29.54N-2.68",2,"yellow",109,77,158
"E29.54N-2.67",2,"yellow",109,77,158
"E29.51N-2.66",2,"yellow",109,77,158
"E29.54N-1.64",2,"yellow",109,77,158
"E29.5N-2.81",2,"yellow",109,77,158
"E29.49N-2.77",2,"yellow",109,77,158
"E29.47N-2.46",2,"yellow",109,77,158
"E29.51N-2.43",2,"yellow",109,77,158
"E29.44N-2.42",2,"yellow",109,77,158
"E29.49N-2.42",2,"yellow",109,77,158
"E29.49N-2.52",2,"yellow",109,77,158
"E29.5N-2.52",2,"yellow",109,77,158
"E29.52N-2.51",2,"yellow",109,77,158
"E29.51N-2.49",2,"yellow",109,77,158
"E29.53N-2.51",2,"yellow",109,77,158
"E29.48N-2.47",2,"yellow",109,77,158
"E29.53N-1.74",2,"yellow",109,77,158
"E29.46N-1.98",2,"yellow",109,77,158
"E29.37N-2.58",2,"yellow",109,77,158
"E29.35N-2.54",2,"yellow",109,77,158
"E29.55N-1.91",2,"yellow",109,77,158
"E29.55N-1.64",2,"yellow",109,77,158
"E29.37N-2.78",2,"yellow",109,77,158
"E29.47N-2.78",2,"yellow",109,77,158
"E29.76N-1.69",2,"yellow",109,77,158
"E29.45N-2.37",2,"yellow",109,77,158
"E29.74N-1.68",2,"yellow",109,77,158
"E29.55N-1.6",2,"yellow",109,77,158
"E29.5N-2.33",2,"yellow",109,77,158
"E29.33N-1.68",2,"yellow",109,77,158
"E29.33N-1.65",2,"yellow",109,77,158
"E29.74N-1.69",2,"yellow",109,77,158
"E29.77N-1.64",2,"yellow",109,77,158
"E29.37N-1.62",2,"yellow",109,77,158
"E29.49N-2.67",2,"yellow",109,77,158
"E29.5N-2.67",2,"yellow",109,77,158
"E29.47N-2.49",2,"yellow",109,77,158
"E29.43N-2.62",2,"yellow",109,77,158
"E29.33N-1.75",2,"yellow",109,77,158
"E29.55N-2.62",2,"yellow",109,77,158
"E29.2N-2.52",2,"yellow",109,77,158
"E29.94N-1.8",2,"yellow",109,77,158
"E30.09N-1.44",2,"yellow",109,77,158
"E29.13N-2.51",2,"yellow",109,77,158
"E29.15N-2.5",2,"yellow",109,77,158
"E29.54N-2.59",2,"yellow",109,77,158
"E29.18N-2.49",2,"yellow",109,77,158
"E29.55N-2.58",2,"yellow",109,77,158
"E29.57N-2.55",2,"yellow",109,77,158
"E29.71N-1.55",2,"yellow",109,77,158
"E29.72N-1.55",2,"yellow",109,77,158
"E29.53N-2.75",2,"yellow",109,77,158
"E29.52N-2.74",2,"yellow",109,77,158
"E29.52N-2.73",2,"yellow",109,77,158
"E29.41N-2.7",2,"yellow",109,77,158
"E29.39N-2.64",2,"yellow",109,77,158
"E29.45N-1.98",2,"yellow",109,77,158
"E29.33N-1.67",2,"yellow",109,77,158
"E29.39N-1.71",2,"yellow",109,77,158
"E29.54N-1.71",2,"yellow",109,77,158
"E29.55N-1.71",2,"yellow",109,77,158
"E29.42N-2.54",2,"yellow",109,77,158
"E29.51N-1.63",2,"yellow",109,77,158
"E29.21N-2.4",2,"yellow",109,77,158
"E29.4N-2.39",2,"yellow",109,77,158
"E29.12N-2.4",2,"yellow",109,77,158
"E29.54N-1.6",2,"yellow",109,77,158
"E29.44N-2.37",2,"yellow",109,77,158
"E29.58N-1.96",2,"yellow",109,77,158
"E29.5N-2.32",2,"yellow",109,77,158
"E30.12N-1.43",2,"yellow",109,77,158
"E29.47N-2.3",2,"yellow",109,77,158
"E29.78N-1.63",2,"yellow",109,77,158
"E29.8N-1.6",2,"yellow",109,77,158
"E29.72N-1.57",2,"yellow",109,77,158
"E29.71N-1.54",2,"yellow",109,77,158
"E29.89N-1.51",2,"yellow",109,77,158
"E29.91N-1.51",2,"yellow",109,77,158
"E29.5N-2.63",2,"yellow",109,77,158
"E29.5N-2.07",2,"yellow",109,77,158
"E29.54N-2.81",2,"yellow",109,77,158
"E29.5N-1.73",2,"yellow",109,77,158
"E29.6N-1.71",2,"yellow",109,77,158
"E29.4N-1.93",2,"yellow",109,77,158
"E30.13N-1.43",2,"yellow",109,77,158
"E30.13N-1.42",2,"yellow",109,77,158
"E30.12N-1.41",2,"yellow",109,77,158
"E30.13N-1.4",2,"yellow",109,77,158
"E29.5N-2.66",2,"yellow",109,77,158
"E29.49N-2.65",2,"yellow",109,77,158
"E29.23N-2.62",2,"yellow",109,77,158
"E29.3N-2.6",2,"yellow",109,77,158
"E29.5N-2.53",2,"yellow",109,77,158
"E29.28N-2.37",2,"yellow",109,77,158
"E29.29N-2.37",2,"yellow",109,77,158
"E29.22N-2.36",2,"yellow",109,77,158
"E29.54N-2.61",2,"yellow",109,77,158
"E29.74N-1.7",2,"yellow",109,77,158
"E29.54N-2.66",2,"yellow",109,77,158
"E29.24N-2.4",2,"yellow",109,77,158
"E29.4N-2.64",2,"yellow",109,77,158
"E29.51N-1.61",2,"yellow",109,77,158
"E29.39N-2.33",2,"yellow",109,77,158
"E29.53N-1.96",2,"yellow",109,77,158
"E29.16N-2.46",2,"yellow",109,77,158
"E29.56N-1.61",2,"yellow",109,77,158
"E29.54N-1.96",2,"yellow",109,77,158
"E29.49N-1.73",2,"yellow",109,77,158
"E29.55N-2.07",2,"yellow",109,77,158
"E29.51N-1.74",2,"yellow",109,77,158
"E29.6N-1.7",2,"yellow",109,77,158
"E29.54N-2.77",2,"yellow",109,77,158
"E30.14N-1.7",2,"yellow",109,77,158
"E29.49N-2.75",2,"yellow",109,77,158
"E29.27N-2.61",2,"yellow",109,77,158
"E29.55N-1.53",2,"yellow",109,77,158
"E29.9N-1.52",2,"yellow",109,77,158
"E29.52N-2.65",2,"yellow",109,77,158
"E29.73N-1.54",2,"yellow",109,77,158
"E29.39N-1.75",2,"yellow",109,77,158
"E29.55N-1.75",2,"yellow",109,77,158
"E29.56N-1.75",2,"yellow",109,77,158
"E29.33N-1.76",2,"yellow",109,77,158
"E29.43N-2.67",2,"yellow",109,77,158
"E29.7N-1.81",2,"yellow",109,77,158
"E29.53N-2.65",2,"yellow",109,77,158
"E29.22N-2.61",2,"yellow",109,77,158
"E29.55N-1.97",2,"yellow",109,77,158
"E29.18N-2.53",2,"yellow",109,77,158
"E29.19N-2.53",2,"yellow",109,77,158
"E29.33N-2.53",2,"yellow",109,77,158
"E29.53N-2.03",2,"yellow",109,77,158
"E29.52N-1.75",2,"yellow",109,77,158
"E29.32N-2.47",2,"yellow",109,77,158
"E29.74N-1.51",2,"yellow",109,77,158
"E29.11N-2.45",2,"yellow",109,77,158
"E29.55N-2",2,"yellow",109,77,158
"E29.46N-2.71",2,"yellow",109,77,158
"E29.72N-1.8",2,"yellow",109,77,158
"E29.37N-1.59",2,"yellow",109,77,158
"E29.54N-1.56",2,"yellow",109,77,158
"E29.92N-1.56",2,"yellow",109,77,158
"E29.59N-2.53",2,"yellow",109,77,158
"E29.42N-2.5",2,"yellow",109,77,158
"E29.55N-1.61",2,"yellow",109,77,158
"E29.41N-2.49",2,"yellow",109,77,158
"E29.74N-1.54",2,"yellow",109,77,158
"E29.17N-2.46",2,"yellow",109,77,158
"E29.5N-2.61",2,"yellow",109,77,158
"E29.52N-1.78",2,"yellow",109,77,158
"E29.55N-2.01",2,"yellow",109,77,158
"E29.46N-2.7",2,"yellow",109,77,158
"E29.73N-1.79",2,"yellow",109,77,158
"E29.73N-1.77",2,"yellow",109,77,158
"E29.51N-2.77",2,"yellow",109,77,158
"E29.77N-1.55",2,"yellow",109,77,158
"E29.79N-1.53",2,"yellow",109,77,158
"E29.48N-2.63",2,"yellow",109,77,158
"E29.83N-1.58",2,"yellow",109,77,158
"E29.54N-2.51",2,"yellow",109,77,158
"E29.49N-2.62",2,"yellow",109,77,158
"E29.53N-1.8",2,"yellow",109,77,158
"E29.09N-2.46",2,"yellow",109,77,158
"E29.59N-1.8",2,"yellow",109,77,158
"E29.54N-1.82",2,"yellow",109,77,158
"E29.39N-1.81",2,"yellow",109,77,158
"E29.57N-1.69",2,"yellow",109,77,158
"E29.4N-1.92",2,"yellow",109,77,158
"E29.45N-2.05",2,"yellow",109,77,158
"E29.57N-1.78",2,"yellow",109,77,158
"E29.55N-1.77",2,"yellow",109,77,158
"E29.72N-1.56",2,"yellow",109,77,158
"E29.8N-1.58",2,"yellow",109,77,158
"E29.46N-2.05",2,"yellow",109,77,158
"E29.46N-2.74",2,"yellow",109,77,158
"E29.49N-1.79",2,"yellow",109,77,158
"E29.46N-2.72",2,"yellow",109,77,158
"E29.48N-2.73",2,"yellow",109,77,158
"E29.53N-1.82",2,"yellow",109,77,158
"E29.47N-1.66",2,"yellow",109,77,158
"E29.47N-1.67",2,"yellow",109,77,158
"E29.49N-1.83",2,"yellow",109,77,158
"E29.49N-1.7",2,"yellow",109,77,158
"E29.49N-2.66",2,"yellow",109,77,158
"E29.82N-1.53",2,"yellow",109,77,158
"E29.29N-2.6",2,"yellow",109,77,158
"E29.35N-1.81",2,"yellow",109,77,158
"E29.81N-1.6",2,"yellow",109,77,158
"E29.49N-1.81",2,"yellow",109,77,158
"E29.46N-2.73",2,"yellow",109,77,158
"E29.51N-2.64",2,"yellow",109,77,158
"E29.19N-2.47",2,"yellow",109,77,158
"E29.83N-1.59",2,"yellow",109,77,158
"E30.04N-1.65",2,"yellow",109,77,158
"E29.93N-1.59",2,"yellow",109,77,158
"E29.5N-2.78",2,"yellow",109,77,158
"E29.48N-2.72",2,"yellow",109,77,158
"E29.3N-2.64",2,"yellow",109,77,158
"E29.43N-2.29",2,"yellow",109,77,158
"E29.31N-2.61",2,"yellow",109,77,158
"E29.92N-1.71",2,"yellow",109,77,158
"E29.91N-1.66",2,"yellow",109,77,158
"E29.57N-1.9",2,"yellow",109,77,158
"E29.3N-2.61",2,"yellow",109,77,158
"E29.42N-1.87",2,"yellow",109,77,158
"E29.45N-1.92",2,"yellow",109,77,158
"E29.51N-2.78",2,"yellow",109,77,158
"E29.44N-2.46",2,"yellow",109,77,158
"E29.24N-2.49",2,"yellow",109,77,158
"E29.17N-2.47",2,"yellow",109,77,158
"E29.38N-2.75",2,"yellow",109,77,158
"E29.5N-2.77",2,"yellow",109,77,158
"E29.59N-1.62",2,"yellow",109,77,158
"E29.48N-2.76",2,"yellow",109,77,158
"E29.48N-1.52",3,"green",76,102,147
"E30N-1.69",3,"green",76,102,147
"E29.48N-1.53",3,"green",76,102,147
"E30.02N-1.66",3,"green",76,102,147
"E29.47N-1.53",3,"green",76,102,147
"E29.69N-1.44",3,"green",76,102,147
"E30.05N-1.67",3,"green",76,102,147
"E29.82N-1.34",3,"green",76,102,147
"E29.47N-1.52",3,"green",76,102,147
"E29.73N-1.44",3,"green",76,102,147
"E29.84N-1.47",3,"green",76,102,147
"E29.47N-1.54",3,"green",76,102,147
"E29.99N-1.7",3,"green",76,102,147
"E29.84N-1.46",3,"green",76,102,147
"E29.44N-2.19",3,"green",76,102,147
"E30N-1.53",3,"green",76,102,147
"E29.98N-1.74",3,"green",76,102,147
"E29.43N-1.54",3,"green",76,102,147
"E29.42N-1.67",3,"green",76,102,147
"E30.05N-1.55",3,"green",76,102,147
"E29.46N-1.54",3,"green",76,102,147
"E29.72N-1.46",3,"green",76,102,147
"E29.44N-1.55",3,"green",76,102,147
"E30.01N-1.66",3,"green",76,102,147
"E29.5N-1.52",3,"green",76,102,147
"E29.89N-1.53",3,"green",76,102,147
"E29.85N-1.52",3,"green",76,102,147
"E29.42N-2.2",3,"green",76,102,147
"E29.45N-1.57",3,"green",76,102,147
"E29.49N-1.56",3,"green",76,102,147
"E29.99N-1.51",3,"green",76,102,147
"E29.95N-1.54",3,"green",76,102,147
"E29.83N-1.32",3,"green",76,102,147
"E29.54N-1.74",3,"green",76,102,147
"E29.36N-1.57",3,"green",76,102,147
"E29.48N-1.51",3,"green",76,102,147
"E29.73N-1.47",3,"green",76,102,147
"E29.74N-1.47",3,"green",76,102,147
"E29.6N-1.42",3,"green",76,102,147
"E29.63N-1.42",3,"green",76,102,147
"E29.99N-1.54",3,"green",76,102,147
"E29.75N-1.62",3,"green",76,102,147
"E29.76N-1.62",3,"green",76,102,147
"E29.43N-1.96",3,"green",76,102,147
"E29.54N-1.95",3,"green",76,102,147
"E29.9N-1.72",3,"green",76,102,147
"E29.57N-1.76",3,"green",76,102,147
"E30.03N-1.66",3,"green",76,102,147
"E29.47N-1.51",3,"green",76,102,147
"E29.72N-1.48",3,"green",76,102,147
"E29.88N-1.57",3,"green",76,102,147
"E29.64N-1.47",3,"green",76,102,147
"E29.75N-1.65",3,"green",76,102,147
"E29.75N-1.63",3,"green",76,102,147
"E29.49N-1.52",3,"green",76,102,147
"E29.4N-1.96",3,"green",76,102,147
"E29.99N-1.55",3,"green",76,102,147
"E29.28N-1.64",3,"green",76,102,147
"E29.73N-1.45",3,"green",76,102,147
"E30N-1.52",3,"green",76,102,147
"E29.35N-2.18",3,"green",76,102,147
"E29.37N-1.7",3,"green",76,102,147
"E30.03N-1.65",3,"green",76,102,147
"E29.72N-1.47",3,"green",76,102,147
"E29.82N-1.57",3,"green",76,102,147
"E29.54N-2.05",3,"green",76,102,147
"E29.49N-1.62",3,"green",76,102,147
"E29.5N-1.62",3,"green",76,102,147
"E30.05N-1.56",3,"green",76,102,147
"E29.45N-1.62",3,"green",76,102,147
"E29.51N-1.55",3,"green",76,102,147
"E29.48N-1.6",3,"green",76,102,147
"E29.66N-1.52",3,"green",76,102,147
"E29.38N-1.6",3,"green",76,102,147
"E29.66N-1.43",3,"green",76,102,147
"E29.34N-1.69",3,"green",76,102,147
"E29.49N-1.51",3,"green",76,102,147
"E29.65N-1.48",3,"green",76,102,147
"E30.08N-1.58",3,"green",76,102,147
"E29.19N-2.57",3,"green",76,102,147
"E29.99N-1.57",3,"green",76,102,147
"E29.54N-1.75",3,"green",76,102,147
"E29.82N-1.33",3,"green",76,102,147
"E29.97N-1.8",3,"green",76,102,147
"E29.99N-1.79",3,"green",76,102,147
"E29.32N-2.18",3,"green",76,102,147
"E29.44N-1.84",3,"green",76,102,147
"E29.31N-1.69",3,"green",76,102,147
"E29.67N-1.43",3,"green",76,102,147
"E29.53N-2.82",3,"green",76,102,147
"E30.2N-1.75",3,"green",76,102,147
"E29.55N-2.06",3,"green",76,102,147
"E29.5N-1.56",3,"green",76,102,147
"E29.55N-2.03",3,"green",76,102,147
"E29.46N-1.97",3,"green",76,102,147
"E30.11N-1.57",3,"green",76,102,147
"E30.11N-1.56",3,"green",76,102,147
"E30.08N-1.51",3,"green",76,102,147
"E29.27N-1.63",3,"green",76,102,147
"E29.81N-1.34",3,"green",76,102,147
"E29.97N-1.58",3,"green",76,102,147
"E29.47N-1.64",3,"green",76,102,147
"E29.48N-1.64",3,"green",76,102,147
"E29.31N-1.68",3,"green",76,102,147
"E29.52N-2.81",3,"green",76,102,147
"E29.37N-1.55",3,"green",76,102,147
"E29.37N-1.57",3,"green",76,102,147
"E30.13N-1.58",3,"green",76,102,147
"E29.33N-1.61",3,"green",76,102,147
"E29.36N-1.58",3,"green",76,102,147
"E29.53N-1.63",3,"green",76,102,147
"E29.32N-1.68",3,"green",76,102,147
"E29.52N-1.58",3,"green",76,102,147
"E29.56N-1.56",3,"green",76,102,147
"E30.01N-1.51",3,"green",76,102,147
"E29.99N-1.5",3,"green",76,102,147
"E30.04N-1.44",3,"green",76,102,147
"E29.62N-1.51",3,"green",76,102,147
"E29.63N-1.48",3,"green",76,102,147
"E29.68N-1.42",3,"green",76,102,147
"E29.42N-1.53",3,"green",76,102,147
"E29.43N-1.53",3,"green",76,102,147
"E30.14N-1.48",3,"green",76,102,147
"E30N-1.45",3,"green",76,102,147
"E30.09N-1.39",3,"green",76,102,147
"E29.44N-1.51",3,"green",76,102,147
"E29.34N-2.18",3,"green",76,102,147
"E29.55N-1.93",3,"green",76,102,147
"E29.32N-1.69",3,"green",76,102,147
"E29.29N-1.68",3,"green",76,102,147
"E29.34N-1.56",3,"green",76,102,147
"E29.29N-1.67",3,"green",76,102,147
"E29.53N-2.81",3,"green",76,102,147
"E29.31N-1.66",3,"green",76,102,147
"E29.32N-1.66",3,"green",76,102,147
"E29.23N-2.56",3,"green",76,102,147
"E29.16N-2.55",3,"green",76,102,147
"E29.16N-2.54",3,"green",76,102,147
"E29.98N-1.5",3,"green",76,102,147
"E29.64N-1.59",3,"green",76,102,147
"E29.4N-1.6",3,"green",76,102,147
"E29.32N-1.7",3,"green",76,102,147
"E30.03N-1.57",3,"green",76,102,147
"E29.31N-1.61",3,"green",76,102,147
"E29.9N-1.73",3,"green",76,102,147
"E30N-1.5",3,"green",76,102,147
"E29.15N-2.43",3,"green",76,102,147
"E30.08N-1.6",3,"green",76,102,147
"E29.71N-1.84",3,"green",76,102,147
"E29.4N-1.55",3,"green",76,102,147
"E29.32N-2.49",3,"green",76,102,147
"E29.4N-2.49",3,"green",76,102,147
"E29.98N-1.77",3,"green",76,102,147
"E29.75N-1.37",3,"green",76,102,147
"E29.65N-1.51",3,"green",76,102,147
"E29.57N-1.45",3,"green",76,102,147
"E30.03N-1.52",3,"green",76,102,147
"E29.59N-1.44",3,"green",76,102,147
"E29.38N-1.52",3,"green",76,102,147
"E29.49N-1.57",3,"green",76,102,147
"E30.15N-1.49",3,"green",76,102,147
"E30.16N-1.49",3,"green",76,102,147
"E30.13N-1.65",3,"green",76,102,147
"E30.01N-1.64",3,"green",76,102,147
"E30.12N-1.64",3,"green",76,102,147
"E30.1N-1.39",3,"green",76,102,147
"E29.85N-1.48",3,"green",76,102,147
"E30.07N-1.6",3,"green",76,102,147
"E29.41N-2.79",3,"green",76,102,147
"E29.37N-1.68",3,"green",76,102,147
"E30.03N-1.5",3,"green",76,102,147
"E29.71N-1.38",3,"green",76,102,147
"E29.29N-1.66",3,"green",76,102,147
"E30.15N-1.46",3,"green",76,102,147
"E29.37N-1.6",3,"green",76,102,147
"E29.9N-1.58",3,"green",76,102,147
"E29.96N-1.61",3,"green",76,102,147
"E29.99N-1.61",3,"green",76,102,147
"E29.14N-2.53",3,"green",76,102,147
"E29.84N-1.41",3,"green",76,102,147
"E29.31N-1.7",3,"green",76,102,147
"E30.07N-1.54",3,"green",76,102,147
"E29.52N-1.6",3,"green",76,102,147
"E29.53N-1.58",3,"green",76,102,147
"E29.99N-1.47",3,"green",76,102,147
"E29.98N-1.62",3,"green",76,102,147
"E30.16N-1.71",3,"green",76,102,147
"E29.22N-2.42",3,"green",76,102,147
"E29.98N-1.61",3,"green",76,102,147
"E30.05N-1.6",3,"green",76,102,147
"E29.68N-1.48",3,"green",76,102,147
"E29.61N-1.43",3,"green",76,102,147
"E29.48N-1.54",3,"green",76,102,147
"E29.5N-1.53",3,"green",76,102,147
"E29.42N-1.92",3,"green",76,102,147
"E29.49N-1.55",3,"green",76,102,147
"E29.67N-1.5",3,"green",76,102,147
"E29.65N-1.45",3,"green",76,102,147
"E29.71N-1.4",3,"green",76,102,147
"E29.67N-1.44",3,"green",76,102,147
"E29.75N-1.67",3,"green",76,102,147
"E30.12N-1.65",3,"green",76,102,147
"E29.29N-2.34",3,"green",76,102,147
"E29.49N-1.91",3,"green",76,102,147
"E29.4N-1.77",3,"green",76,102,147
"E29.98N-1.63",3,"green",76,102,147
"E29.5N-1.94",3,"green",76,102,147
"E29.62N-1.52",3,"green",76,102,147
"E30.02N-1.56",3,"green",76,102,147
"E30.01N-1.55",3,"green",76,102,147
"E30.18N-1.72",3,"green",76,102,147
"E30.17N-1.48",3,"green",76,102,147
"E30.16N-1.47",3,"green",76,102,147
"E30.1N-1.41",3,"green",76,102,147
"E30.02N-1.45",3,"green",76,102,147
