"longitude","latitude","c_tot_top","c_tot_bottom","ca_top","ca_bottom","clay_tot_psa_top","clay_tot_psa_bottom","db_od_top","db_od_bottom","ecec_f_top","ecec_f_bottom","fe_top","fe_bottom","k_top","k_bottom","mg_top","mg_bottom","n_tot_ncs_top","n_tot_ncs_bottom","oc_top","oc_bottom","p_top","p_bottom","ph_h2o_top","ph_h2o_bottom","s_top","s_bottom","sand_tot_psa_top","sand_tot_psa_bottom","silt_tot_psa_top","silt_tot_psa_bottom","texture_class_top","texture_class_bottom","SOM_top","SOM_bottom","PWP_top","PWP_bottom","FC_top","FC_bottom","SWS_top","SWS_bottom","B_0_30","Cu_0_30","K_0_30","Mn_0_30","N_0_30","P_0_30","Ptot_0_30","province","district","AEZ","alt","slope","TPI","TRI","N","P","K","refY","Yield_pred"
29.3817,-2.82,32.5999984741211,26.7999992370605,357,277,36.7000007629395,37.5999984741211,97.9000015258789,100.800003051758,11.3000001907349,10.6000003814697,136.5,47.5,114,67,90,74,632896,172003,30.3999996185303,21.3999996185303,8,7.40000009536743,4.92999982833862,4.92999982833862,9,5.55999994277954,37.9000015258789,36.0999984741211,24.3600006103516,24.3400001525879,"clay loam","clay loam",6.07999992370605,4.27999973297119,24.1157188415527,23.8965587615967,37.4725151062012,37.0399169921875,51.3873710632324,49.1866188049316,48,187,217,73,4546,2016,927,"Amajyepfo","Nyaruguru","Congo-Nile watershed divide",1837,16.0539770280634,-8.5,22,20,0,0,"Very low",8.29846780615257
29.3817,-2.82,32.5999984741211,26.7999992370605,357,277,36.7000007629395,37.5999984741211,97.9000015258789,100.800003051758,11.3000001907349,10.6000003814697,136.5,47.5,114,67,90,74,632896,172003,30.3999996185303,21.3999996185303,8,7.40000009536743,4.92999982833862,4.92999982833862,9,5.55999994277954,37.9000015258789,36.0999984741211,24.3600006103516,24.3400001525879,"clay loam","clay loam",6.07999992370605,4.27999973297119,24.1157188415527,23.8965587615967,37.4725151062012,37.0399169921875,51.3873710632324,49.1866188049316,48,187,217,73,4546,2016,927,"Amajyepfo","Nyaruguru","Congo-Nile watershed divide",1837,16.0539770280634,-8.5,22,20,0,0,"Low",9.99219040646066
29.3817,-2.82,32.5999984741211,26.7999992370605,357,277,36.7000007629395,37.5999984741211,97.9000015258789,100.800003051758,11.3000001907349,10.6000003814697,136.5,47.5,114,67,90,74,632896,172003,30.3999996185303,21.3999996185303,8,7.40000009536743,4.92999982833862,4.92999982833862,9,5.55999994277954,37.9000015258789,36.0999984741211,24.3600006103516,24.3400001525879,"clay loam","clay loam",6.07999992370605,4.27999973297119,24.1157188415527,23.8965587615967,37.4725151062012,37.0399169921875,51.3873710632324,49.1866188049316,48,187,217,73,4546,2016,927,"Amajyepfo","Nyaruguru","Congo-Nile watershed divide",1837,16.0539770280634,-8.5,22,20,0,0,"Medium",12.0145246899804
29.3817,-2.82,32.5999984741211,26.7999992370605,357,277,36.7000007629395,37.5999984741211,97.9000015258789,100.800003051758,11.3000001907349,10.6000003814697,136.5,47.5,114,67,90,74,632896,172003,30.3999996185303,21.3999996185303,8,7.40000009536743,4.92999982833862,4.92999982833862,9,5.55999994277954,37.9000015258789,36.0999984741211,24.3600006103516,24.3400001525879,"clay loam","clay loam",6.07999992370605,4.27999973297119,24.1157188415527,23.8965587615967,37.4725151062012,37.0399169921875,51.3873710632324,49.1866188049316,48,187,217,73,4546,2016,927,"Amajyepfo","Nyaruguru","Congo-Nile watershed divide",1837,16.0539770280634,-8.5,22,20,0,0,"High",19.4751578358933
29.3817,-2.82,32.5999984741211,26.7999992370605,357,277,36.7000007629395,37.5999984741211,97.9000015258789,100.800003051758,11.3000001907349,10.6000003814697,136.5,47.5,114,67,90,74,632896,172003,30.3999996185303,21.3999996185303,8,7.40000009536743,4.92999982833862,4.92999982833862,9,5.55999994277954,37.9000015258789,36.0999984741211,24.3600006103516,24.3400001525879,"clay loam","clay loam",6.07999992370605,4.27999973297119,24.1157188415527,23.8965587615967,37.4725151062012,37.0399169921875,51.3873710632324,49.1866188049316,48,187,217,73,4546,2016,927,"Amajyepfo","Nyaruguru","Congo-Nile watershed divide",1837,16.0539770280634,-8.5,22,20,0,0,"Very high",21.743283742703
29.5117,-2.82,28.3999996185303,24.1000003814697,354,294,38,40.2000007629395,107.400001525879,110.599998474121,7.80000019073486,7.59999990463257,128.399993896484,48.5,116,76,95,72,231135,49940,26,19.2999992370605,8.10000038146973,7.19999980926514,5.15000009536743,5.15999984741211,9,5.59999990463257,40.5,39,20.9899997711182,20.8500003814697,"clay loam","silty clay",5.19999980926514,3.85999989509583,24.5445804595947,25.1992244720459,37.2757759094238,37.6575622558594,49.3232421875,47.8353729248047,28,160,154,33,3740,488,584,"Amajyepfo","Nyaruguru","Congo-Nile watershed divide",2006,13.6489657800665,-2.75,17.5,30,0,0,"Very low",10.6325618955048
29.5117,-2.82,28.3999996185303,24.1000003814697,354,294,38,40.2000007629395,107.400001525879,110.599998474121,7.80000019073486,7.59999990463257,128.399993896484,48.5,116,76,95,72,231135,49940,26,19.2999992370605,8.10000038146973,7.19999980926514,5.15000009536743,5.15999984741211,9,5.59999990463257,40.5,39,20.9899997711182,20.8500003814697,"clay loam","silty clay",5.19999980926514,3.85999989509583,24.5445804595947,25.1992244720459,37.2757759094238,37.6575622558594,49.3232421875,47.8353729248047,28,160,154,33,3740,488,584,"Amajyepfo","Nyaruguru","Congo-Nile watershed divide",2006,13.6489657800665,-2.75,17.5,30,0,0,"Low",11.870423423695
29.5117,-2.82,28.3999996185303,24.1000003814697,354,294,38,40.2000007629395,107.400001525879,110.599998474121,7.80000019073486,7.59999990463257,128.399993896484,48.5,116,76,95,72,231135,49940,26,19.2999992370605,8.10000038146973,7.19999980926514,5.15000009536743,5.15999984741211,9,5.59999990463257,40.5,39,20.9899997711182,20.8500003814697,"clay loam","silty clay",5.19999980926514,3.85999989509583,24.5445804595947,25.1992244720459,37.2757759094238,37.6575622558594,49.3232421875,47.8353729248047,28,160,154,33,3740,488,584,"Amajyepfo","Nyaruguru","Congo-Nile watershed divide",2006,13.6489657800665,-2.75,17.5,30,0,0,"Medium",12.8464402332259
29.5117,-2.82,28.3999996185303,24.1000003814697,354,294,38,40.2000007629395,107.400001525879,110.599998474121,7.80000019073486,7.59999990463257,128.399993896484,48.5,116,76,95,72,231135,49940,26,19.2999992370605,8.10000038146973,7.19999980926514,5.15000009536743,5.15999984741211,9,5.59999990463257,40.5,39,20.9899997711182,20.8500003814697,"clay loam","silty clay",5.19999980926514,3.85999989509583,24.5445804595947,25.1992244720459,37.2757759094238,37.6575622558594,49.3232421875,47.8353729248047,28,160,154,33,3740,488,584,"Amajyepfo","Nyaruguru","Congo-Nile watershed divide",2006,13.6489657800665,-2.75,17.5,30,0,0,"High",23.8815927334481
29.5117,-2.82,28.3999996185303,24.1000003814697,354,294,38,40.2000007629395,107.400001525879,110.599998474121,7.80000019073486,7.59999990463257,128.399993896484,48.5,116,76,95,72,231135,49940,26,19.2999992370605,8.10000038146973,7.19999980926514,5.15000009536743,5.15999984741211,9,5.59999990463257,40.5,39,20.9899997711182,20.8500003814697,"clay loam","silty clay",5.19999980926514,3.85999989509583,24.5445804595947,25.1992244720459,37.2757759094238,37.6575622558594,49.3232421875,47.8353729248047,28,160,154,33,3740,488,584,"Amajyepfo","Nyaruguru","Congo-Nile watershed divide",2006,13.6489657800665,-2.75,17.5,30,0,0,"Very high",26.0907789324249
29.5217,-2.82,28.8999996185303,24.3999996185303,368,310,37.5999984741211,39.4000015258789,108.699996948242,112,7.69999980926514,7.5,118.300003051758,44.5999984741211,113,74,94,72,225600,53725,26.2999992370605,19.7000007629395,7.5,6.80000019073486,5.15000009536743,5.15999984741211,8.5,5.19999980926514,39.4000015258789,38.2999992370605,21.6000003814697,21.5400009155273,"clay loam","sandy clay",5.25999975204468,3.94000005722046,24.3272857666016,24.7845001220703,37.2434349060059,37.413745880127,49.7320098876953,48.1326370239258,30,153,150,33,3662,484,556,"Amajyepfo","Nyaruguru","Congo-Nile watershed divide",2143,12.70224923454,2.125,15.625,40,0,0,"Very low",12.1187537558981
29.5217,-2.82,28.8999996185303,24.3999996185303,368,310,37.5999984741211,39.4000015258789,108.699996948242,112,7.69999980926514,7.5,118.300003051758,44.5999984741211,113,74,94,72,225600,53725,26.2999992370605,19.7000007629395,7.5,6.80000019073486,5.15000009536743,5.15999984741211,8.5,5.19999980926514,39.4000015258789,38.2999992370605,21.6000003814697,21.5400009155273,"clay loam","sandy clay",5.25999975204468,3.94000005722046,24.3272857666016,24.7845001220703,37.2434349060059,37.413745880127,49.7320098876953,48.1326370239258,30,153,150,33,3662,484,556,"Amajyepfo","Nyaruguru","Congo-Nile watershed divide",2143,12.70224923454,2.125,15.625,40,0,0,"Low",13.36596997428
29.5217,-2.82,28.8999996185303,24.3999996185303,368,310,37.5999984741211,39.4000015258789,108.699996948242,112,7.69999980926514,7.5,118.300003051758,44.5999984741211,113,74,94,72,225600,53725,26.2999992370605,19.7000007629395,7.5,6.80000019073486,5.15000009536743,5.15999984741211,8.5,5.19999980926514,39.4000015258789,38.2999992370605,21.6000003814697,21.5400009155273,"clay loam","sandy clay",5.25999975204468,3.94000005722046,24.3272857666016,24.7845001220703,37.2434349060059,37.413745880127,49.7320098876953,48.1326370239258,30,153,150,33,3662,484,556,"Amajyepfo","Nyaruguru","Congo-Nile watershed divide",2143,12.70224923454,2.125,15.625,40,0,0,"Medium",14.7247599499404
29.5217,-2.82,28.8999996185303,24.3999996185303,368,310,37.5999984741211,39.4000015258789,108.699996948242,112,7.69999980926514,7.5,118.300003051758,44.5999984741211,113,74,94,72,225600,53725,26.2999992370605,19.7000007629395,7.5,6.80000019073486,5.15000009536743,5.15999984741211,8.5,5.19999980926514,39.4000015258789,38.2999992370605,21.6000003814697,21.5400009155273,"clay loam","sandy clay",5.25999975204468,3.94000005722046,24.3272857666016,24.7845001220703,37.2434349060059,37.413745880127,49.7320098876953,48.1326370239258,30,153,150,33,3662,484,556,"Amajyepfo","Nyaruguru","Congo-Nile watershed divide",2143,12.70224923454,2.125,15.625,40,0,0,"High",24.6654074809681
29.5217,-2.82,28.8999996185303,24.3999996185303,368,310,37.5999984741211,39.4000015258789,108.699996948242,112,7.69999980926514,7.5,118.300003051758,44.5999984741211,113,74,94,72,225600,53725,26.2999992370605,19.7000007629395,7.5,6.80000019073486,5.15000009536743,5.15999984741211,8.5,5.19999980926514,39.4000015258789,38.2999992370605,21.6000003814697,21.5400009155273,"clay loam","sandy clay",5.25999975204468,3.94000005722046,24.3272857666016,24.7845001220703,37.2434349060059,37.413745880127,49.7320098876953,48.1326370239258,30,153,150,33,3662,484,556,"Amajyepfo","Nyaruguru","Congo-Nile watershed divide",2143,12.70224923454,2.125,15.625,40,0,0,"Very high",29.4076012616995
29.5317,-2.82,29.1000003814697,24.2999992370605,368,311,37.2000007629395,39.5999984741211,110.900001525879,114.199996948242,7.59999990463257,7.5,112.699996948242,43,113,73,86,69,199714,50537,26,19.2000007629395,7.09999990463257,6.5,5.19999980926514,5.19000005722046,8.5,5.23999977111816,38.2999992370605,37.0999984741211,21.8999996185303,21.7399997711182,"clay loam","sandy clay",5.19999980926514,3.84000015258789,24.0685138702393,24.8279800415039,37.1578102111816,37.5452880859375,49.9857139587402,48.2554473876953,29,162,148,36,3547,474,581,"Amajyepfo","Nyaruguru","Congo-Nile watershed divide",2012,11.0072266039551,-8.125,14.375,50,0,0,"Very low",12.2972459954731
29.5317,-2.82,29.1000003814697,24.2999992370605,368,311,37.2000007629395,39.5999984741211,110.900001525879,114.199996948242,7.59999990463257,7.5,112.699996948242,43,113,73,86,69,199714,50537,26,19.2000007629395,7.09999990463257,6.5,5.19999980926514,5.19000005722046,8.5,5.23999977111816,38.2999992370605,37.0999984741211,21.8999996185303,21.7399997711182,"clay loam","sandy clay",5.19999980926514,3.84000015258789,24.0685138702393,24.8279800415039,37.1578102111816,37.5452880859375,49.9857139587402,48.2554473876953,29,162,148,36,3547,474,581,"Amajyepfo","Nyaruguru","Congo-Nile watershed divide",2012,11.0072266039551,-8.125,14.375,50,0,0,"Low",13.8912476140343
